StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-05-13 06:26:51,2025-05-13 06:35:33,IP Address,100,522,True,2025-05-13 06:35:34,R_1QxQ4s3tW4J7RG3,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,Once a week,"January,February,March,April,November,December",,,,,,,,,,,,,By myself,I am a confident but casual rider,,"Yes, sometimes",No,No,No,No,Yes,"Road Bike,Mountain Bike",,Improved my physical fitness and overall health,,,,"High-quality products and expert service that enhanced my cycling experience,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Corniche,Al Saadiyat Island,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks","Extreme weather conditions,Lack of cycle and scooter lanes",,"More cycling lanes,Other",cycling path connecting NYYAD and Mamsha,Bicycle,Yes,,No,,,Male,55-64 years old,United States of America,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,6,Since childhood,"Cycle paths, balmy weather",connect more areas via cycling paths,,,,,,,,,,,,,,,,,No
2025-05-13 06:46:10,2025-05-13 06:53:00,IP Address,100,409,True,2025-05-13 06:53:00,R_2cTiC1kfHvSoQdB,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,Once a week,"January,February,March,April,May,August,September,October,November,December",,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,"Yes, always","Yes, always",No,"Yes, always",Yes,Mountain Bike,,Improved my physical fitness and overall health,,,,,,"5 - not safe at all, many concerns","Al Reem Island,Yas Island/Yas Marina Circuit,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,No,No (please explain why not),Safety concerns,Yes,Distance from work,,Male,45-54 years old,United Kingdom of Great Britain and Northern Ireland,University Bachelors Degree,,Working full-time,More than 30k,10,1-5 years,Easy way to keep fit,"Better safety, better roads and footpaths",,,,,,,,,,,,,,,,,Yes
2025-05-13 06:18:47,2025-05-13 07:00:32,IP Address,100,2505,True,2025-05-13 07:00:33,R_9dBeco9Vl5tj4Oi,anonymous,EN,I consent,Abu Dhabi: Al Ain,Bicycle,"Recreational/Leisure, Fitness",,A few times a month,"January,February,September,October,November,December",,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,"Yes, many times",No,"Yes, sometimes","Yes, sometimes",Yes,Mountain Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,,,"A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,"1 - very safe, no concerns",Central District,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks,Sidewalks,Neighborhood roads","Extreme weather conditions,Limited cycle/scooter parking or storage,High costs of equipment or gear",," Better signage and road markings,More shaded or weather-protected riding areas,Access to indoor cycling options",,No,No (please explain why not),,No,,,Female,18-24 years old,Bangladesh,University Bachelors Degree,,Working full-time,5-10k,23,10-15 years,,,I can get anywhere in the town with no barriers,Community based workshops,,,,,,,,,,,,,,,Yes
2025-05-13 06:56:31,2025-05-13 07:06:50,IP Address,100,618,True,2025-05-13 07:06:51,R_9jUnKJpHG9RHMAB,anonymous,EN,I consent,Abu Dhabi,Electric Scooter,,,,,,,,,"Recreational/Leisure,Commuting/Mode of Transportation",,Daily,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,By myself,I am a confident but casual rider,,No,No,"Yes, always",No,No,Yes,Not sure,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE",,Encouraged me to spend more time with family and friends through cycling,,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle",,"3 - moderately safe, some concerns",Al Saadiyat Island,,,,,,,,,,,,,,,,,,,,,,Cycle paths,"Extreme weather conditions, Road safety concerns,Limited cycle/scooter parking or storage",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Electric Scooter,Yes,,Yes,Other,,Male,35-44 years old,India,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,15-20k,2,Since childhood,,,,,,,,,,,,,,,,,,,Yes
2025-05-13 07:04:33,2025-05-13 07:09:02,IP Address,100,268,True,2025-05-13 07:09:03,R_4PnaaABNAqBbloR,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,2-3 times a week,"June,July,August,September",,,,,,,,,,,,,"By myself,with family",I am a confident but casual rider,,No,No,"Yes, always",No,No,Yes,Road Bike,,Improved my physical fitness and overall health,,Encouraged me to spend more time with family and friends through cycling,,Motivation to lead a healthier and more active lifestyle,,"3 - moderately safe, some concerns",Al Shahama,,,,,,,,,,,,,,,,,,,,,,"Parks,Sidewalks,Neighborhood roads","Extreme weather conditions,Lack of cycle and scooter lanes",,"Better roads free from obstacles,More dedicated cycling tracks, Better signage and road markings,Access to indoor cycling options",,Bicycle,Yes,,No,,,Female,35-44 years old,India,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,25-30k,13,1-5 years,,,,,,,,,,,,,,,,,,,Yes
2025-05-13 06:08:08,2025-05-13 07:11:54,IP Address,100,3826,True,2025-05-13 07:11:55,R_5PRXnZk1m9Ws3O0,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Commuting/Mode of Transportation, Fitness",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,By myself,I am a fast and fearless rider,,No,"Yes, many times","Yes, always","Yes, sometimes",No,Yes,"Road Bike,Other",Touring bike,"Improved my physical fitness and overall health,Made my daily commute easier and more efficient",,Introduced me to cycling groups and new friends,,,,4,"Al Saadiyat Island,Yas Island/Yas Marina Circuit,Khalifa City",,,,,,,,,,,,,,,,,,,,,,"Cycle paths,Neighborhood roads,Highways","Lack of cycle and scooter lanes, Road safety concerns,Other",Punctures from debris on shoulders,"More cycling lanes,Awareness for drivers and cyclists,Other","In most developed nations, bicycles are considered vehicles and cars must share the road. I wish that were the case here, but even on highways with shoulders I have been stopped by the police and told to get off the road.",,Yes,,Yes,Other,I _do_ cycle to work,Male,45-54 years old,Canada,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,26,More than 20 years,The lack of rain (although the summer heat makes longer commutes infeasible).,Safety from car drivers and better 'cycle awareness' (I have been hit by cars twice in the UAE),,,,,,,,,,,,,,,,,Yes
2025-05-13 07:34:52,2025-05-13 07:35:59,IP Address,100,66,True,2025-05-13 07:35:59,R_4qWkOgScPjnULUG,anonymous,EN,I consent,Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 07:45:47,2025-05-13 07:50:32,IP Address,100,285,True,2025-05-13 07:50:33,R_4XpxjJbD43FUI8U,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,4-6 times a week,"January,February,March,April,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,No,"Yes, many times","Yes, always",No,No,Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Yas Island/Yas Marina Circuit,Al Hudayriyat Island,Other",Rabdan Area,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Neighborhood roads","Lack of cycle and scooter lanes,Personal safety concerns",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,No,No (please explain why not),Where we live it is access by Highway,No,,,Female,45-54 years old,Australia,University Bachelors Degree,,Working full-time,More than 30k,5,5-10 years,relevatively quiet,Cycle lanes to allow commuting more eaily off Island to on Island,,,,,,,,,,,,,,,,,Yes
2025-05-13 08:10:57,2025-05-13 08:16:42,IP Address,100,345,True,2025-05-13 08:16:43,R_9u7Fjt5H0ETjz2N,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation",,Daily,"January,February,March,April,May,June,September,October,November,December",,,,,,,,,,,,,By myself,I am a fast and fearless rider,,No,No,"Yes, many times","Yes, many times","Yes, sometimes",Yes,Hybrid Bike,,Improved my physical fitness and overall health,,,,,,"3 - moderately safe, some concerns","Corniche,Al Saadiyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Neighborhood roads","Lack of cycle and scooter lanes,High costs of equipment or gear,Personal safety concerns",,"More dedicated cycling tracks,More cycling lanes",,Bicycle,Yes,,Yes,Lack of cycle paths from home to work,,Male,25-34 years old,India,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,,1-5 years,biking lanes and sea,more high income group people choosing to bike,,,,,,,,,,,,,,,,,Yes
2025-05-13 12:40:34,2025-05-13 12:44:44,IP Address,100,250,True,2025-05-13 12:44:45,R_5IBjJi4BflK3Fhy,anonymous,EN,I consent,Abu Dhabi,Bicycle,Recreational/Leisure,,A few times a month,"January,February,March,April,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a confident but casual rider,,No,No,"Yes, always",No,No,Yes,Hybrid Bike,,Provided me with a new way to explore and enjoy the UAE,,,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,4,"Corniche,Al Saadiyat Island,Yas Island/Yas Marina Circuit",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options,More bike rental services/stations",,No,Maybe,,Yes,Distance from work,,Female,18-24 years old,Slovakia,University Bachelors Degree,,Student,5-10k,4,10-15 years,,,,,,,,,,,,,,,,,,,Yes
2025-05-13 13:58:27,2025-05-13 14:06:46,IP Address,100,499,True,2025-05-13 14:06:47,R_9hyUxKD3qVbwuLD,anonymous,EN,I consent,Dubai,Electric Bicycle,,,,,Recreational/Leisure,,A few times a year,"January,February,March,April,May,June,September,October,November,December",,,,,,,,,"By myself,with friends/other riders,with family",I am a confident but casual rider,,"Yes, many times",No,No,"Yes, sometimes","Yes, sometimes",Yes,Not sure,,Improved my physical fitness and overall health,,,,,,,,,,,,,,2,"Meydan DXBike,Other","Al Wasl road, jumeira road, around the block",,,,,,,,,,,,,"Cycle tracks,Cycle paths,Sidewalks","Extreme weather conditions,Lack of cycle and scooter lanes",,"More cycling lanes,More shaded or weather-protected riding areas,More bike rental services/stations",,"Bicycle,Electric Bicycle",No (please explain why not),I don’t have kids I accidentally pressed and I can’t clear it,Yes,"Distance from work,Takes too much time,Other","Too much effort compared to driving ",Male,18-24 years old,United Arab Emirates,Some University but no degree,,Student,Less than 5k,20,5-10 years,,,,,,,There’s a nice breeze when biking even when the weather is warm,,,,,,,,,,,,Yes
2025-05-13 14:54:05,2025-05-13 14:54:51,IP Address,100,46,True,2025-05-13 14:54:52,R_9tj71EFkL63PYgF,anonymous,EN,I consent,Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 18:35:18,2025-05-13 18:36:16,IP Address,100,58,True,2025-05-13 18:36:17,R_9Kd5BMh2AZQQ4zK,anonymous,EN,I do not wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 18:27:08,2025-05-13 18:49:47,IP Address,100,1358,True,2025-05-13 18:49:48,R_9tA0Vl2c3yC1EWd,anonymous,EN,I consent,Abu Dhabi,Bicycle,Recreational/Leisure,,Daily,December,,,,,,,,,,,,,With a cycling club,,,"Yes, many times","Yes, always","Yes, always",No,No,Yes,Mountain Bike,,Improved my physical fitness and overall health,,Introduced me to cycling groups and new friends,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Reem Island,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Sidewalks","Extreme weather conditions,Lack of cycle and scooter lanes,High costs of equipment or gear",,"Better roads free from obstacles,More cycling lanes,Awareness for drivers and cyclists",,Bicycle,,,Yes,Takes too much time,,Male,45-54 years old,Philippines,Secondary School,,Working full-time,5-10k,26,1-5 years,"Leisure ","To go somewhere,",,,,,,,,,,,,,,,,,Yes
2025-05-13 18:37:04,2025-05-13 18:52:46,IP Address,100,941,True,2025-05-13 18:52:47,R_9HeIOVtvxWwjVuY,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,Daily,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I ride professionally,,"Yes, always","Yes, always","Yes, always",No,No,Yes,"Road Bike,Mountain Bike,Folding Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle",,"1 - very safe, no concerns","Corniche,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns,Personal safety concerns",,"More cycling lanes, Better signage and road markings",,Bicycle,,,No,,,Male,55-64 years old,Philippines,Other,"Marine engineering ",Working full-time,Less than 5k,33,10-15 years,"Meet more friends 
To see all views in abu dhabi","Healthy leaving ",,,,,,,,,,,,,,,,,Yes
2025-05-13 19:45:08,2025-05-13 19:53:17,IP Address,100,489,True,2025-05-13 19:53:18,R_9HTBbpSLg3zuTHP,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I am a confident but casual rider,,"Yes, sometimes","Yes, always","Yes, always","Yes, sometimes","Yes, always",Yes,"Road Bike,Mountain Bike,Folding Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"Motivation to lead a healthier and more active lifestyle,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Reem Island,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions,Personal safety concerns",,"More shaded or weather-protected riding areas,Access to indoor cycling options",,Bicycle,Yes,,Yes,Distance from work,,Female,35-44 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,,10-15 years,Safe and the cycling track provided by the UAE,"More events and races ",,,,,,,,,,,,,,,,,Yes
2025-05-13 20:11:48,2025-05-13 20:23:11,IP Address,100,683,True,2025-05-13 20:23:12,R_9ayo7Ck2PDUJixe,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions,Limited cycle/scooter parking or storage,High costs of equipment or gear",,"Better roads free from obstacles,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,Bicycle,Maybe,,No,,,Male,45-54 years old,Philippines,Vocational or Similar,,Working full-time,10-15k,10,1-5 years,Safety,Improve your mental health,,,,,,,,,,,,,,,,,Yes
2025-05-13 21:05:10,2025-05-13 21:51:42,IP Address,100,2792,True,2025-05-13 21:51:43,R_9RQFQIRIDtSuBmp,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,"Yes, sometimes","Yes, always","Yes, always","Yes, sometimes","Yes, sometimes",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,Introduced me to cycling groups and new friends,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Zahiyah/Tourist Club area,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Parks,City streets","Extreme weather conditions, Road safety concerns,Limited cycle/scooter parking or storage",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,No,Maybe,,Yes,Distance from work,,Male,35-44 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,20,1-5 years,safe,more community rides,,,,,,,,,,,,,,,,,Yes
2025-05-13 22:10:03,2025-05-13 22:11:22,IP Address,100,78,True,2025-05-13 22:11:22,R_9Piz56XPJJjwxoZ,anonymous,EN,I consent,Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 22:44:49,2025-05-13 22:57:06,IP Address,100,736,True,2025-05-13 22:57:07,R_9FsuP4vqifqTLdA,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,4-6 times a week,"January,February,March,April,May,June,September,October,November,December",,,,,,,,,,,,,with family,I am a confident but casual rider,,No,"Yes, sometimes","Yes, sometimes",No,No,Yes,"Hybrid Bike,Folding Bike",,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,,,,,"3 - moderately safe, some concerns","Corniche,Al Hudayriyat Island,Other",All over where there is a cycle track,,,,,,,,,,,,,,,,,,,,,Cycle tracks," Road safety concerns,Judgement from others,Personal safety concerns",,"More dedicated cycling tracks,Awareness for drivers and cyclists",,No,No (please explain why not),Their route is too far,Yes,Distance from work,,Female,55-64 years old,United Kingdom of Great Britain and Northern Ireland,Prefer not to say,,Working full-time,Prefer not to share,16,Since childhood,Being outside and finding areas to explore,"Health, getting out and encouraging to cycle as a family activity",,,,,,,,,,,,,,,,,Yes
2025-05-13 22:58:29,2025-05-13 23:04:50,IP Address,100,380,True,2025-05-13 23:04:50,R_9rGARmXXV6SNcat,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,2-3 times a week,"January,February,March,November,December",,,,,,,,,,,,,"with friends/other riders,with family",I am a confident but casual rider,,"Yes, sometimes",No,"Yes, sometimes","Yes, many times","Yes, sometimes",No,,,,,"Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture",,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Reem Island,Corniche,Al Saadiyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Limited cycle/scooter parking or storage,High costs of equipment or gear",,"More dedicated cycling tracks,More cycling lanes",,No,Maybe,,No,,,Male,45-54 years old,United States of America,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,13,1-5 years,The sea,"Group cycling ",,,,,,,,,,,,,,,,,Yes
2025-05-14 00:45:07,2025-05-14 00:56:57,IP Address,100,709,True,2025-05-14 00:56:58,R_9LTr1dp7w9mWcb6,anonymous,EN,I consent,Abu Dhabi,Electric Scooter,,,,,,,,,Commuting/Mode of Transportation,,Daily,"January,February,March,April,May,June,July,August,September,October,November",,,,,By myself,I ride professionally,,No,No,"Yes, always",No,No,No,,,,,,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Zahiyah/Tourist Club area,Al Reem Island,Corniche",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Lack of cycle and scooter lanes,Limited cycle/scooter parking or storage,Judgement from others",,"More dedicated cycling tracks,More cycling lanes,More bike rental services/stations",,Electric Scooter,Yes,,No,,,Male,35-44 years old,Nepal,Primary School,,Working full-time,Less than 5k,12,1-5 years,Drivers discipline towards bikers,Improve Bicycle lane,,,,,,,,,,,,,,,,,Yes
2025-05-14 00:41:17,2025-05-14 01:39:26,IP Address,100,3488,True,2025-05-14 01:39:27,R_9w62sra1y5qUs7A,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,A few times a month,"January,February,March,November,December",,,,,,,,,,,,,By myself,"I am interested in riding, but I have concerns",,No,No,"Yes, always","Yes, sometimes",No,Yes,Road Bike,,Improved my physical fitness and overall health,,,,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle",,"1 - very safe, no concerns",Al Wathba Cycle Track,,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Lack of cycle and scooter lanes",,"More dedicated cycling tracks, Better signage and road markings,More shaded or weather-protected riding areas,More bike rental services/stations",,No,Yes,,Yes,"Distance from work,Takes too much time",,Male,35-44 years old,India,University Bachelors Degree,,Working full-time,25-30k,8,I am a new rider,Parks and cycle tracks,,,,,,,,,,,,,,,,,,Yes
2025-05-14 02:01:49,2025-05-14 02:08:36,IP Address,100,407,True,2025-05-14 02:08:37,R_9Zv7UIa96REpGZb,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle",,"1 - very safe, no concerns","Yas Island/Yas Marina Circuit,Khalifa City,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Lack of cycle and scooter lanes,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings",,No,Yes,,No,,,Male,25-34 years old,Tunisia,Vocational or Similar,,Working full-time,15-20k,12,1-5 years,"Cycling tracks ","More events ",,,,,,,,,,,,,,,,,Yes
2025-05-14 02:04:51,2025-05-14 02:11:03,IP Address,100,372,True,2025-05-14 02:11:04,R_4RjBeRLhLCwShT7,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Competitive/Racing,Other","It’s just the best ",4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I ride professionally,,No,"Yes, always","Yes, always",No,"Yes, many times",Yes,Road Bike,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture",,"Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,4,"Yas Island/Yas Marina Circuit,Al Raha,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks,Sidewalks,Neighborhood roads,City streets,Highways","Extreme weather conditions, Road safety concerns,Judgement from others",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,Access to indoor cycling options",,Bicycle,,,Yes,"Distance from work,Lack of cycle paths from home to work,Other",Weather,Male,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,
