StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-24 07:59:58,2025-04-24 08:09:38,0,100,580,1,2025-04-24 08:09:39,R_9tcnzJp2ocVdUAJ,anonymous,EN,1,1,1,"3,4",,5,"1,2,3,4,5,6,7,8,9,10,11",,,,,,,,,,,,,"1,4",7,,4,3,1,4,4,1,2,,2,,"4,6",,"1,4,5,6,7",,1,"2,13","Near my house ",,,,,,,,,,,,,,,,,,,,,"1,2","1,2,8",,"1,2,9,3,4,5,6,7",,1,,,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 08:01:59,2025-04-24 08:10:52,0,100,532,1,2025-04-24 08:10:52,R_20SfKqDXxVwBIxK,anonymous,EN,1,3,1,"1,2,3",,2,"1,2,3,9,10,11,12",,,,,,,,,,,,,"1,4",13,,2,2,1,3,2,1,3,,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,2,"1,3,6",,,,,,,,,,,,,,"1,2,6,4","1,2",,"2,9,3,4,5",,7,2,,2,3,,1,3,186,9,,1,1,46,9,,,,,,,Plenty of sceneries and amenities,"Build additional bike lanes and dedicated cycle tracks ",,,,,,,,,,,4
2025-04-24 08:05:27,2025-04-24 08:16:01,0,100,633,1,2025-04-24 08:16:01,R_90vjruwKMPiUXWi,anonymous,EN,1,3,1,"1,3,4",,4,7,,,,,,,,,,,,,"2,3",7,,4,1,1,3,3,1,"1,3,10",Fulsus bike,"5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"7,8,14",,,,,,,,,,,,,,1,4,,4,,1,1,,2,6,,2,4,138,6,,1,1,16,8,,,,,,,"For fitness ","Some challenges ",,,,,,,,,,,4
2025-04-24 08:05:17,2025-04-24 08:23:54,0,100,1116,1,2025-04-24 08:23:54,R_9gzcS3DZjfSREfT,anonymous,EN,1,3,1,"1,3",,4,"1,2,3,10,11,12",,,,,,,,,,,,,"3,4",13,,4,1,1,3,1,1,3,,"2,5,6",,"2,4,6",,"1,7",,,,,,,,,,1,"1,3,6",,,,,,,,,,,,,,"1,2","1,2",,"1,2,9,3",,1,,,2,1,,2,3,138,10,,1,1,10,10,,,,,,,What I enjoy most about riding around Dubai is getting to visit its many amazing tourist attractions.,"More bike lanes, shaded paths, and bike-sharing programs would encourage cycling in Dubai.",,,,,,,,,,,4
2025-04-24 08:14:36,2025-04-24 08:24:10,0,100,574,1,2025-04-24 08:24:10,R_4gNOgqH0rjxkNC0,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,3,1,4,4,1,3,,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"6,8,14",,,,,,,,,,,,,,"1,2,7",1,,"5,6",,1,3,"safety reasons ",2,"1,2,6",,1,4,138,8,,4,8,,8,,,,,,,"Safety and very nice facilities ","Fitness and Health ",,,,,,,,,,,4
2025-04-24 08:14:16,2025-04-24 08:26:28,0,100,731,1,2025-04-24 08:26:29,R_40pCWNis2MN85hf,anonymous,EN,1,3,1,"2,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,13,,4,1,1,4,4,1,1,,"2,4,5,6",,"2,4,5",,"1,4",,,,,,,,,,1,"6,7,14",,,,,,,,,,,,,,1,"1,3",,"2,9,3",,1,3,"Became he or she has not at the age to do bike ",2,2,,1,3,138,8,,1,1,45,8,,,,,,,"Eco friendly and safe roads ",More friends and lost carbs,,,,,,,,,,,4
2025-04-24 08:22:33,2025-04-24 08:28:27,0,100,353,1,2025-04-24 08:28:27,R_9ePAec6iEGRojsX,anonymous,EN,1,3,1,3,,1,"1,2,3,4",,,,,,,,,,,,,"1,2,3,4",7,,4,1,1,4,4,1,"1,3",,"2,5,6,7",,"2,4,5,6",,"4,5",,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,1,1,,9,,1,1,,2,1,,2,3,138,9,,1,2,7,10,,,,,,,Safe,Healthy lifestyle,,,,,,,,,,,4
2025-04-24 08:35:01,2025-04-24 08:43:07,0,100,486,1,2025-04-24 08:43:08,R_4kFARm6pBEQg4LF,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,9,10,11",,,,,,,,,,,,,"1,2,3",8,,4,3,1,3,4,1,8,,"2,4,5,6",,"2,4,5,6,7",,"4,5,7",,,,,,,,,,1,"1,3,6",,,,,,,,,,,,,,"1,2","1,2,5",,"1,2,9,3,4,6",,1,1,,2,"1,6",,2,5,138,9,,1,3,22,10,,,,,,,The bike lane although not all area has bike lanes.,"More bike lanes and possibles special area in train and bus ",,,,,,,,,,,4
2025-04-24 08:46:23,2025-04-24 09:00:40,0,100,856,1,2025-04-24 09:00:40,R_9CByDlRIOqIi7qh,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,4,4,1,"1,3,8",,"2,5,6",,"2,5,6",,"5,6",,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,"1,2,7","1,2,3",,"1,2,9",,1,,,2,1,,2,4,138,7,,1,1,10,10,,,,,,,Nice view,"For better health ",,,,,,,,,,,4
2025-04-24 08:50:15,2025-04-24 09:03:41,0,100,806,1,2025-04-24 09:03:41,R_4YrgnsxP4QhyM00,anonymous,EN,1,3,1,4,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",13,,4,4,1,4,4,1,"1,3,10",Electric Scooter,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,"1,2","1,4,8",,"1,2,9,3,4,5,6,7",,"1,3",1,,2,1,,1,3,138,13,Vocational degree,1,2,9,8,,,,,,,The thinking that when you go out i know that i’m safe.,"Improve physical fitness,exercise,eco friendly. ",,,,,,,,,,,4
2025-04-24 09:03:09,2025-04-24 09:10:15,0,100,425,1,2025-04-24 09:10:16,R_4snRr2JhUqEOHvn,anonymous,EN,1,3,1,3,,6,1,,,,,,,,,,,,,3,8,,4,3,1,4,4,2,,,,,2,,7,,,,,,,,,,1,6,,,,,,,,,,,,,,1,1,,9,,7,,,2,1,,2,4,138,9,,1,2,14,7,,,,,,,Safe,"Dubai is safe for cycling ",,,,,,,,,,,4
2025-04-24 09:17:46,2025-04-24 09:23:24,0,100,338,1,2025-04-24 09:23:25,R_1irMZ3qrjpSe1kT,anonymous,EN,1,3,1,3,,3,7,,,,,,,,,,,,,2,7,,4,4,1,4,4,1,"1,3,10",Fulsus,6,,2,,6,,,,,,,,,,3,"7,8,14",,,,,,,,,,,,,,1,"1,7,8",,"1,2,9,4,5",,7,1,,3,,,1,5,138,7,,1,1,16,8,,,,,,,"For fitness ","Invitation ",,,,,,,,,,,4
2025-04-24 09:17:38,2025-04-24 09:26:58,0,100,559,1,2025-04-24 09:26:58,R_9mUjedliLWo0wW2,anonymous,EN,1,3,1,3,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",7,,4,4,1,4,4,1,3,,"2,5,6",,"2,4",,"1,7",,,,,,,,,,3,"1,6,8",,,,,,,,,,,,,,"1,2,7","1,2",,9,,1,3,No kids,3,,,2,3,138,11,,1,8,7,10,,,,,,,,,,,,,,,,,,,4
2025-04-24 09:37:10,2025-04-24 09:41:10,0,100,240,1,2025-04-24 09:41:11,R_4tb9yMdH8FFmLK3,anonymous,EN,1,3,1,3,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",7,,4,4,1,4,4,1,3,,2,,4,,1,,,,,,,,,,3,"1,6,8",,,,,,,,,,,,,,"1,2,7",2,,9,,1,,,3,,,2,3,138,11,,1,8,7,10,,,,,,,Beautiful places,,,,,,,,,,,,4
2025-04-24 09:56:56,2025-04-24 10:01:17,0,100,260,1,2025-04-24 10:01:18,R_4LZl7cV54eVV6qC,anonymous,EN,1,1,1,3,,2,10,,,,,,,,,,,,,"2,3",13,,1,1,1,1,1,1,1,,"2,4,5,6",,2,,"1,5",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,7",,"1,4,6",,1,3,,3,,,1,4,138,9,,1,3,11,4,Fitness and health. Safe cycling track,Safety,,,,,,,,,,,,,,,,,4
2025-04-24 10:02:37,2025-04-24 10:07:56,0,100,319,1,2025-04-24 10:07:57,R_9RxXVAyx6nLr7MD,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,1,1,1,4,1,1,"1,3",,2,,"2,4,6",,"4,5",,,,,,,,,,2,"1,3,14",,,,,,,,,,,,,,1,1,,9,,1,1,,2,2,,1,4,138,9,,1,2,15,7,,,,,,,,,,,,,,,,,,,4
2025-04-24 10:07:48,2025-04-24 10:17:51,0,100,602,1,2025-04-24 10:17:52,R_9nuzD0fRhV1E3HR,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,10,11,12",,,,,,,,,,,,,"1,3",13,,4,4,1,4,4,1,"1,3",,"2,4,5,6",,"2,4,5,6",,"1,4,5,6",,,,,,,,,,1,"6,7,14",,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9,3,4",,"1,2,3",1,,2,"1,2",,1,4,138,9,,1,2,,4,,,,,,,Beautiful cycling track,Fitness,,,,,,,,,,,4
2025-04-24 10:18:57,2025-04-24 10:25:16,0,100,378,1,2025-04-24 10:25:17,R_4rJLmuaWVETekGc,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,11,12",,,,,,,,,,,,,"1,4",7,,4,3,3,3,1,1,3,,"2,6",,"2,4,5",,"1,5",,1,"3,11",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,11",,"1,2,9,5",,1,2,,2,1,,1,4,138,9,,1,4,20,8,Safety,More cycling lanes/paths,,,,,,,,,,,,,,,,,4
2025-04-24 10:17:52,2025-04-24 10:26:27,0,100,515,1,2025-04-24 10:26:27,R_9mgSjtKIp8p797z,anonymous,EN,1,4,1,3,,3,"1,2,3,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,4,1,1,3,,2,,2,,4,,,,,,,,,,,,,2,1,,,,,,,,,,,1,"1,2,3",,"1,9,4",,1,2,,2,6,,1,4,138,12,,1,3,16,10,,,,,,,,,bike lane in corniche,give some freebies for cylcle PPE,,,,,,,,,4
2025-04-24 10:30:10,2025-04-24 10:38:12,0,100,481,1,2025-04-24 10:38:13,R_4xEPmul1EjIx3Wa,anonymous,EN,1,1,1,"1,3",,3,"2,3,4",,,,,,,,,,,,,1,7,,4,3,1,3,4,1,"1,10",Gravel Bike,2,,"2,6",,"1,5,6,7",,2,"10,11",,,,,,,,,,,,,,,,,,,,,,2,"1,3,5",,4,,1,2,,2,"3,6",,1,5,138,9,,1,4,21,7,"Bike path in almost every community. ","For fitness and social interaction. ",,,,,,,,,,,,,,,,,4
2025-04-24 10:56:51,2025-04-24 11:07:36,0,100,644,1,2025-04-24 11:07:37,R_7XnEIkxkaFs10Jt,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,1,1,1,4,4,1,"1,3",,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"3,7,14",,,,,,,,,,,,,,"1,2,4","1,5,7",,"2,9",,1,2,,3,,,1,4,77,10,,1,7,23,4,,,,,,,"Enjoyment network ","Mate free race and challenge ",,,,,,,,,,,4
2025-04-24 06:43:28,2025-04-24 11:30:08,0,100,17199,1,2025-04-24 11:30:08,R_4akKq3jAO3CIH6k,anonymous,EN,1,3,1,3,,4,3,,,,,,,,,,,,,1,8,,3,4,1,3,3,1,7,,4,,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"6,7,8",,,,,,,,,,,,,,"1,2","1,3,8",,"2,9,4",,1,1,,2,"1,6",,2,4,138,6,,1,2,,8,,,,,,,,,,,,,,,,,,,4
2025-04-24 11:24:57,2025-04-24 11:34:40,0,100,582,1,2025-04-24 11:34:40,R_44UfaxKkHqo6ydj,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,4,4,1,"1,3",,2,,,,1,,,,,,,,,,1,"3,6,14",,,,,,,,,,,,,,"1,2","1,3",,"2,9,4,5",,7,2,,3,,,1,6,64,12,,1,7,8,7,,,,,,,Nice tracks,More cycle lanes,,,,,,,,,,,4
2025-04-24 11:46:31,2025-04-24 11:51:00,0,100,268,1,2025-04-24 11:51:00,R_9Vkatx65fkb3149,anonymous,EN,1,1,1,3,,3,"1,2,3,4,8,9,10,11,12",,,,,,,,,,,,,"1,2",8,,2,2,2,2,2,1,1,,"4,7",,"2,4",,"1,4",,1,11,,,,,,,,,,,,,,,,,,,,,,"2,7","2,8",,"9,7",,1,2,,2,"1,3,5",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 11:57:08,2025-04-24 12:03:16,0,100,367,1,2025-04-24 12:03:17,R_91hB0KgYm5TyuB1,anonymous,EN,1,3,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,13,,4,1,1,4,3,1,"1,3",,"2,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"4,8",,,,,,,,,,,,,,1,2,,"1,2,9",,1,1,,2,6,,1,4,138,8,,1,2,13,4,,,,,,,"Beautiful scenery ","Build more cycling tracks that connect all city ",,,,,,,,,,,4
2025-04-24 12:06:21,2025-04-24 12:12:58,0,100,397,1,2025-04-24 12:12:59,R_4E7ojctptshSI8t,anonymous,EN,1,4,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,3,1,1,4,3,1,3,,"2,5",,"4,5,6",,"1,5,6,7",,,,,,,,,,,,,3,1,,,,,,,,,,,"1,7,4","1,2,3",,"1,9,4",,1,2,,2,6,,1,4,138,12,,1,3,16,10,,,,,,,,,cyling around the corniche,"build more cyling path ",,,,,,,,,4
2025-04-24 12:31:49,2025-04-24 12:39:11,0,100,441,1,2025-04-24 12:39:11,R_43nJ0PnxE7HVNlL,anonymous,EN,1,1,3,,,,,,,,,1,,7,"1,2,3,4",,,,,4,7,,3,4,1,4,4,2,,,,,"2,4,5,6,7",,"4,5",,4,3,,,,,,,,,,,,,,,,,,,,,,"1,3",1,,"4,5,6,7",,7,3,Dangerous,2,"1,2,3,4,7",,2,6,144,10,,1,7,26,4,Lovely weather in winter time. I never ride in summer time,"Awareness programmes, bike rent shops, cycling community events",,,,,,,,,,,,,,,,,4
2025-04-24 12:49:31,2025-04-24 13:02:55,0,100,803,1,2025-04-24 13:02:56,R_9G1a0epaHBjrMze,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",13,,4,1,1,4,4,1,3,,"2,4,5",,2,,"4,6",,,,,,,,,,1,14,,,,,,,,,,,,,,1,"1,3,5",,1,,1,1,,2,2,,1,5,138,6,,1,2,30,4,,,,,,,,,,,,,,,,,,,4
2025-04-24 14:57:38,2025-04-24 21:32:33,0,100,23694,1,2025-04-24 21:32:33,R_9I4aAh5I4Mqf0W8,anonymous,EN,1,1,1,"1,3",,4,"2,3,4,5,11,12",,,,,,,,,,,,,"1,3,4",7,,4,4,1,1,4,1,"1,7",,"2,4,5",,"5,6,7",,"4,5,7",,1,"1,3,7",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,2",,"1,2,9,4",,"1,2",1,,2,2,,1,3,77,9,,1,6,8,8,Good track,Water point,,,,,,,,,,,,,,,,,4
2025-04-24 21:28:19,2025-04-24 21:32:59,0,100,280,1,2025-04-24 21:33:00,R_4YeVirPdD68onVD,anonymous,EN,1,1,1,"1,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,1,4,1,1,,"2,4,5,6,7",,"6,7",,"1,4,5,6,7",,1,"3,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,5",,"1,2,9,3,4,5,6",,1,1,,3,,,1,3,138,9,,1,2,4,9,The safety and the sceneries,Understanding of the health benefits that cycling provides,,,,,,,,,,,,,,,,,4
2025-04-24 21:29:25,2025-04-24 21:33:13,0,100,227,1,2025-04-24 21:33:13,R_4mgkABDXKG6lqxj,anonymous,EN,1,1,1,"3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",1,,4,1,1,4,4,1,1,,"2,6",,6,,6,,2,11,,,,,,,,,,,,,,,,,,,,,,"1,6,4",3,,4,,7,1,,3,,,1,5,187,9,,1,8,46,7,,,,,,,,,,,,,,,,,,,5
2025-04-24 21:26:51,2025-04-24 21:33:52,0,100,421,1,2025-04-24 21:33:53,R_4VHEyCvyLvUJDNc,anonymous,EN,1,1,1,4,,3,"4,9",,,,,,,,,,,,,"1,3",7,,4,1,1,1,1,1,1,,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,7,8",,"1,2,9",,1,,,3,,,1,4,138,9,,1,2,9,4,"Safe. Very safe. ",For health benefits,,,,,,,,,,,,,,,,,4
2025-04-24 21:28:49,2025-04-24 21:37:02,0,100,492,1,2025-04-24 21:37:04,R_4hhK65XDx0TNDj3,anonymous,EN,1,1,1,4,,3,"1,2,3,4,11,12",,,,,,,,,,,,,"2,3",13,,2,1,1,3,1,1,"1,3",,2,,"2,4",,"1,4",,1,"2,4,5",,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,,2,1,,1,4,138,7,,1,6,,8,Safety,cycle for fitness,,,,,,,,,,,,,,,,,4
2025-04-24 21:41:07,2025-04-24 21:49:29,0,100,501,1,2025-04-24 21:49:31,R_4080EHCotFYxyoc,anonymous,EN,1,1,1,3,,3,12,,,,,,,,,,,,,1,8,,1,1,1,1,3,1,1,,2,,2,,1,,1,"1,11",,,,,,,,,,,,,,,,,,,,,,1,"1,3,8",,1,,1,1,,3,,,1,4,138,12,,1,2,44,10,Cycling track,"For fitness ",,,,,,,,,,,,,,,,,4
2025-04-24 22:09:37,2025-04-24 22:18:07,0,100,509,1,2025-04-24 22:18:07,R_8zc9GQwIu9eH86l,anonymous,EN,1,1,1,"1,2,3,4,6",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,3,3,1,4,4,1,"1,2",,"2,4,5,6",,"6,7",,"1,4,5,6,7",,1,"3,5,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,4",,"1,2,9,5,6",,1,,,2,"1,2",,1,3,138,9,,1,1,44,8,It's fun to explore UAE I want to explore other places too like Dubai wish there was a lane to Dubai,Fitness,,,,,,,,,,,,,,,,,4
2025-04-24 22:33:33,2025-04-24 22:42:30,0,100,536,1,2025-04-24 22:42:30,R_9NHs77GjZ54y3df,anonymous,EN,1,1,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",13,,4,1,1,3,3,1,"1,3",,"2,4,5,6",,"2,5,6,7",,"1,4,5,6,7",,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,5",,"1,2,9,4",,1,,,2,3,,1,5,138,9,,1,3,16,7,Safe city,Physical fitness and health,,,,,,,,,,,,,,,,,4
2025-04-24 22:16:26,2025-04-24 22:46:33,0,100,1807,1,2025-04-24 22:46:34,R_40rCDIEZIPF4sOE,anonymous,EN,1,1,1,"1,2,3,4,6",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,4,1,1,3,4,1,"1,3",,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,1,"3,4,8",,,,,,,,,,,,,,,,,,,,,,"1,2,6","1,4,9","I have concern regarding stolen bicycle. ","1,2,4,5,6,7",,1,2,,2,"2,3",,1,4,138,9,,1,3,14,10,Bike lanes and cycling tracks.,More cycling events. Even if summer time.,,,,,,,,,,,,,,,,,4
2025-04-24 22:47:46,2025-04-24 22:48:07,0,100,21,1,2025-04-24 22:48:08,R_4YpNzgku97T6e2Z,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 22:51:49,2025-04-24 22:59:44,0,100,475,1,2025-04-24 22:59:45,R_90uW6hDkL8HlvH1,anonymous,EN,1,1,1,"1,3,4,6",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",7,,4,1,1,4,1,1,3,,"2,5,6",,"2,5,6,7",,"1,4,5,7",,1,"3,9,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,5",,"2,9,4",,1,2,,2,1,,1,4,138,6,,1,3,13,10,Challenging and enjoyment,Fitness,,,,,,,,,,,,,,,,,4
2025-04-24 23:42:20,2025-04-24 23:42:49,0,100,29,1,2025-04-24 23:42:49,R_9NLm0n7Vn2zl8YR,anonymous,EN,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 01:03:16,2025-04-25 01:14:13,0,100,656,1,2025-04-25 01:14:14,R_95I16JQxNCYcb4d,anonymous,EN,1,4,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,13,,4,4,1,3,4,1,3,,"2,5",,4,,"1,5",,,,,,,,,,,,,1,1,,,,,,,,,,,"2,3,4","1,2,5",,"2,9",,1,,,2,1,,1,5,138,7,,1,2,21,10,,,,,,,,,good places and not congested,they have so many places to explore for cycling.,,,,,,,,,4
2025-04-25 01:24:41,2025-04-25 01:35:08,0,100,626,1,2025-04-25 01:35:08,R_9iU64j7k0mb44ww,anonymous,EN,1,1,1,3,,3,5,,,,,,,,,,,,,3,7,,4,3,1,4,4,1,"1,3",,2,,"4,5,6,7",,"4,5,7",,1,"3,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9",,1,1,,2,2,,2,5,138,12,,1,1,19,9,"Explore a new Cycling Lanes ","Cycling  is a way to be a healthier lifestyle for  everyone  more exercise more benefits ",,,,,,,,,,,,,,,,,4
2025-04-25 02:26:15,2025-04-25 02:31:33,0,100,318,1,2025-04-25 02:31:34,R_49ABaW2plffRi4F,anonymous,EN,1,1,1,3,,4,"1,2,3,4,10,11,12",,,,,,,,,,,,,1,1,,4,1,1,3,4,1,"1,3",,"2,5",,6,,"5,7",,3,"3,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,8",,"2,9",,7,3,safety,2,"1,2,3,6",,1,5,187,10,,1,7,46,6,sunshine and tracks,access and safe tracks,,,,,,,,,,,,,,,,,4
2025-04-25 02:33:10,2025-04-25 02:43:34,0,100,623,1,2025-04-25 02:43:35,R_4ekliluM6dNe2qd,anonymous,EN,1,1,3,,,,,,,,,2,,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,"1,3",1,,3,4,1,1,1,1,3,,"2,5,7",,4,,7,,2,"2,3,8",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,2,4",,"1,2,9,3,5,7",,"1,3",,,3,,,1,3,166,8,,3,8,34,7,Being able to explore Abu Dhabi more and also reaching everywhere because everything is connected in the city,"More tracks for cycling, more information about the benefits of cycling, competitions, shades where they can rest since the weather of UAE is extremely hot and humid, water stations and maybe reducing the prices of the bicycles ",,,,,,,,,,,,,,,,,4
2025-04-24 07:38:30,2025-04-25 03:15:02,0,100,70591,1,2025-04-25 03:15:03,R_9QEwVoxn0vH2ggN,anonymous,EN,1,3,1,"1,3,4",,1,"3,11,12",,,,,,,,,,,,,"1,2,3,4",8,,1,1,1,4,3,1,3,,"2,5,6,7",,"2,4,5",,"1,4,5",,,,,,,,,,1,"1,3,6",,,,,,,,,,,,,,"1,2,7","1,2,5",,"1,9,4",,1,1,,3,,,2,4,138,10,,1,1,9,9,,,,,,,Fitness,Fitness,,,,,,,,,,,4
2025-04-25 03:10:17,2025-04-25 03:20:23,0,100,605,1,2025-04-25 03:20:24,R_4sRSG7OIVqFLUch,anonymous,EN,1,3,1,1,,4,"1,2,3,4,11,12",,,,,,,,,,,,,3,7,,2,2,1,1,4,1,1,,5,,4,,5,,,,,,,,,,1,7,,,,,,,,,,,,,,1,"2,8,10",,"1,2,9",,7,3,Coz I don’t have kids,2,1,,2,4,138,9,,1,2,15,10,,,,,,,Safety,Cycling tracks,,,,,,,,,,,4
2025-04-24 01:46:12,2025-04-25 03:43:03,0,100,93411,1,2025-04-25 03:43:04,R_2zuybi9Id6Zx8Rv,anonymous,EN,1,3,1,"3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,2,1,,4,1,1,1,4,1,1,,2,,"2,4,6,7",,"4,5,6,7",,,,,,,,,,2,"7,14",,,,,,,,,,,,,,1,"1,3,4",,"2,9,3,5,6",,7,,,3,,,1,5,123,8,,1,7,12,6,,,,,,,"On the tracks it is safe and secure. For NAS however there needs to be clear signs to inform people  this is a one way track there are too many accidents that could be prevented. Also I would be happily pay a fee to cycle at NAS if there were people ensuring that everyone has lights and helmets and people can only cycle on the track if they have all the correct safety gear for themselves and others. Finally I would love to see a NAS and community Safety community group that the has a local cycling clubs leads + NAS Team + Ambulance and Safety working together to make NAZ the safest track in the World to cycle at. This can be done we just need to start talking   ","Make it safer. Work towards making Dubai the safest place to ride in the world !!! by demonstrating we are working together as a community to make it that way ",,,,,,,,,,,4
2025-04-25 04:11:13,2025-04-25 04:22:42,0,100,688,1,2025-04-25 04:22:42,R_4qgoQRtV062rrYL,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,2,1,4,3,1,1,,"2,4,5,6",,"2,4,5,6",,"1,4,5,6,7",,1,"11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,5",,"1,2,9,3,4,5,6,7",,1,1,,2,6,,1,5,138,12,,1,8,24,10,Cyclng track / path / safety,Free bike,,,,,,,,,,,,,,,,,4
